Customer_ID,Days_Since_Last_Login,Avg_Time_Spent,Avg_Transaction_Value,avg_frequency_login_days,medium_of_operation,internet_option
fffe43004900440035003600300039003700,17,247.49,8443.27,10,Desktop,Mobile_Data
fffe43004900440036003000310035003700,8,34.38,42921.26,28,Smartphone,Wi-Fi
fffe43004900440034003400350036003600,24,408.92,91897.59,11,?,Mobile_Data
fffe43004900440031003300320030003800,4,49.08,5194.22,Error,Smartphone,Wi-Fi
fffe43004900440031003700310032003600,23,65.9,43262.16,8,?,Mobile_Data
fffe43004900440034003900320033003000,8,956.8659266,20976.04,29,Desktop,Wi-Fi
fffe43004900440034003500350034003000,3,-704.1173685,46671.67,12,Smartphone,Mobile_Data
fffe4300490044003100320030003500,17,121.76,9209.16,17,?,Mobile_Data
fffe43004900440032003900350031003500,-999,177.01,20149.4,7,Smartphone,Wi-Fi
fffe43004900440033003000320039003800,19,75.48,7675.39,26,Desktop,Fiber_Optic
fffe43004900440035003000320033003100,7,259.44,57144.93,2,Desktop,Wi-Fi
fffe43004900440033003800340035003200,14,34.43,25115.15,24,Smartphone,Mobile_Data
fffe4300490044003900390035003600,16,515.29,28695.36,20,Both,Mobile_Data
fffe43004900440034003000330035003900,20,84.83,12395.41,27,Desktop,Mobile_Data
fffe43004900440032003700300035003500,12,1187.521096,49257.91,7,Desktop,Mobile_Data
fffe43004900440036003000360038003000,15,117.26,9833.65,16,Desktop,Fiber_Optic
fffe430049004400350033003600,15,30.88,12816.08,13,?,Fiber_Optic
fffe43004900440033003300340037003200,5,74.49,39855.99,5,?,Fiber_Optic
fffe43004900440031003000340033003900,16,-889.0176338,42247.98,16,Smartphone,Wi-Fi
fffe43004900440035003100370038003300,17,575.44,33573.75,11,Desktop,Fiber_Optic
fffe43004900440035003300350036003300,15,96.95,24051.92,14,Desktop,Wi-Fi
fffe43004900440032003500300038003000,3,223.21,47850.42,9,Desktop,Mobile_Data
fffe43004900440031003100320033003200,-999,507.41,24059.31,15,Both,Mobile_Data
fffe43004900440032003700310037003700,19,619.52,10978.74,26,Smartphone,Mobile_Data
fffe43004900440031003100360038003200,19,271.01,32094.75,22,Smartphone,Wi-Fi
fffe43004900440031003100360037003300,5,239.89,22467.76,6,Both,Wi-Fi
fffe43004900440031003900350036003000,10,572.77,14933.98,23,Desktop,Wi-Fi
fffe4300490044003100310036003300,5,30.01,24783.78,34.35288441,?,Wi-Fi
fffe43004900440034003500330039003800,-999,63.56,41908.28,9,Smartphone,Wi-Fi
fffe43004900440031003500330034003000,3,32.22,20469.35,Error,Smartphone,Wi-Fi
fffe43004900440035003000350033003500,9,33.25,93457.93,16,Desktop,Wi-Fi
fffe43004900440032003900360035003400,15,85.39,19274.55,12,Smartphone,Fiber_Optic
fffe43004900440031003300380037003000,14,141.3,25796.96,16,Desktop,Mobile_Data
fffe4300490044003300360032003100,10,52.55,41065.92,4,Desktop,Wi-Fi
fffe43004900440032003400380038003400,15,39.95,87939.5,2,Desktop,Mobile_Data
fffe43004900440035003600380036003500,15,617.57,40087.5,8,Smartphone,Mobile_Data
fffe43004900440033003300340039003500,14,427.93,27297.35,7,Desktop,Fiber_Optic
fffe43004900440032003200390034003800,15,1135.57,12632.05,14,Both,Wi-Fi
fffe4300490044003100330031003900,-999,-466.3414983,49382.87,19,Both,Wi-Fi
fffe43004900440034003500360030003300,8,77.51,38844.37,8,Desktop,Wi-Fi
fffe4300490044003900330034003200,25,44.28,31035.49,15,Smartphone,Mobile_Data
fffe4300490044003400390031003400,19,525.64,28720.79,Error,?,Wi-Fi
fffe43004900440031003300300037003200,21,46.81,7055.31,19,Smartphone,Wi-Fi
fffe43004900440033003900330030003600,18,68.74,21278.51,21,Desktop,Fiber_Optic
fffe43004900440032003200390034003100,13,181.72,14876.42,21,Desktop,Wi-Fi
fffe43004900440036003200300037003300,-999,34.65,17382.36,13,Desktop,Wi-Fi
fffe43004900440034003400340036003600,12,1023.431932,2436.23,10,?,Mobile_Data
fffe43004900440035003300370030003200,15,85.68,78163.49,3,Smartphone,Fiber_Optic
fffe43004900440032003500330031003200,12,739.24,7782.17,Error,Desktop,Wi-Fi
fffe43004900440033003000300034003400,14,202.68,29507.43,Error,Smartphone,Fiber_Optic
fffe43004900440032003800320038003800,11,58.71,27510.22,40.29805537,Desktop,Mobile_Data
fffe43004900440034003400300038003500,11,426.63,96564.55,10,Desktop,Fiber_Optic
fffe43004900440031003800360038003800,11,1047.341126,31732.47,25,Desktop,Mobile_Data
fffe43004900440031003600310031003500,8,221.57,22029.23,6,Desktop,Wi-Fi
fffe43004900440031003700370038003700,14,236.35,16989.79,9,Desktop,Mobile_Data
fffe43004900440035003600330035003400,13,-676.7512571,8674.82,24,Smartphone,Wi-Fi
fffe43004900440031003200330033003000,11,113.68,6990.12,29,?,Wi-Fi
fffe43004900440031003500390037003300,19,75.55,33777.86,28,Desktop,Mobile_Data
fffe43004900440031003100330032003000,19,228.12,29510.87,Error,Both,Wi-Fi
fffe43004900440032003000340033003500,11,237.58,40009.06,28,Desktop,Fiber_Optic
fffe4300490044003900390036003300,14,66.21,12010.67,22,Smartphone,Mobile_Data
fffe43004900440033003900330036003200,24,177.58,93699.51,15,?,Mobile_Data
fffe43004900440034003000370034003100,10,30.06,45004.27,11,Smartphone,Wi-Fi
fffe4300490044003100360035003500,16,1014.22,90167.92,8,Both,Mobile_Data
fffe43004900440036003000350036003900,15,52.34,23265.94,-10.52163595,Smartphone,Fiber_Optic
fffe43004900440033003800380031003900,23,176.73,44864.21,25,Desktop,Fiber_Optic
fffe43004900440034003900390036003100,8,171.43,20322.05,18,Smartphone,Mobile_Data
fffe43004900440033003100350032003700,20,42.24,3065.13,25,Smartphone,Mobile_Data
fffe43004900440036003300320033003400,6,514.39,45498.92,25,Desktop,Mobile_Data
fffe43004900440035003600380034003700,22,31.88,46784.1,23,Desktop,Wi-Fi
fffe43004900440032003400310035003500,23,84.11,22978.75,29,Desktop,Wi-Fi
fffe43004900440032003700350030003100,15,210.59,36804.28,10,Both,Wi-Fi
fffe43004900440031003000380036003500,14,211.1,43263.93,12,Smartphone,Wi-Fi
fffe43004900440032003900330030003100,9,76.12,46870.54,21,?,Mobile_Data
fffe43004900440033003100300035003700,13,162.68,39026,9,?,Mobile_Data
fffe43004900440033003400360032003300,18,89.97,12546.2,16,Smartphone,Fiber_Optic
fffe43004900440031003000370035003400,12,359.25,24421.35,12,?,Wi-Fi
fffe43004900440034003000360035003400,4,1094.35,60192.88,19,Both,Fiber_Optic
fffe43004900440034003700350031003600,17,220.82,22691.14,16,Both,Mobile_Data
fffe4300490044003600350030003800,12,46.17,9454.33,27,Smartphone,Wi-Fi
fffe43004900440031003000390030003700,14,196.63,31889.51,11,Desktop,Mobile_Data
fffe43004900440034003700350036003900,8,670.17,78991.74,12,Both,Mobile_Data
fffe43004900440031003700330034003200,17,197.94,39777.79,14,Smartphone,Wi-Fi
fffe43004900440034003300300030003700,12,91.08,4576.18,27,Desktop,Mobile_Data
fffe43004900440034003600350038003300,23,119.37,13706.65,18,?,Wi-Fi
fffe43004900440036003300380038003900,17,747.25,32470.76,-5.938582549,Smartphone,Mobile_Data
fffe43004900440035003800380037003400,12,204.3,31134.4,29,Both,Mobile_Data
fffe43004900440031003300380030003900,6,685.08,26099.5,16,Desktop,Mobile_Data
fffe43004900440031003500340038003000,16,-544.6302018,17908.91,16,Desktop,Mobile_Data
fffe43004900440035003500390035003200,8,33.23,22043.57,-2.235304165,Desktop,Mobile_Data
fffe43004900440032003700390031003900,19,424.07,46541.28,18,Smartphone,Mobile_Data
fffe43004900440033003100320038003600,10,330.57,92394.82,14,?,Mobile_Data
fffe43004900440031003500310034003800,9,492.84,46190.99,10,Desktop,Mobile_Data
fffe43004900440033003000340032003400,19,40.09,41087.22,17,Smartphone,Wi-Fi
fffe4300490044003100370037003200,12,525.4,14369.04,20,Both,Mobile_Data
fffe43004900440033003400350030003400,3,834.25,37754.81,19,Smartphone,Mobile_Data
fffe43004900440034003500380032003200,12,489.83,24684.36,18,Desktop,Fiber_Optic
fffe43004900440035003600300036003200,14,223.94,7015.51,25,Desktop,Fiber_Optic
fffe43004900440031003400350033003700,10,72.76,5011.2,2,Desktop,Wi-Fi
fffe43004900440033003000300031003100,4,400.34,3805.31,14,Desktop,Mobile_Data
fffe43004900440035003500380031003700,16,275.69,24155.03,-12.87821958,Desktop,Mobile_Data
fffe43004900440032003800330032003700,9,321.8,2177.97,16,Smartphone,Mobile_Data
fffe43004900440036003100380032003300,12,89.88,42727.92,13,Desktop,Mobile_Data
fffe43004900440035003900390032003600,5,79.14,7505.38,5,?,Fiber_Optic
fffe43004900440036003100380039003900,7,496.13,76482.67,-6.010936098,?,Fiber_Optic
fffe430049004400310034003700,12,1105.87,15489.64,15,Both,Mobile_Data
fffe43004900440032003500310033003000,6,571.17,96487.78,18,Both,Fiber_Optic
fffe43004900440032003000370039003700,5,586.13,6373.13,Error,Smartphone,Mobile_Data
fffe43004900440032003700380032003800,14,924.6751941,43028.81,Error,Desktop,Fiber_Optic
fffe43004900440034003600360037003600,10,30.69,43336.45,Error,Smartphone,Wi-Fi
fffe43004900440033003100310035003800,12,342.71,78828.63,15,?,Fiber_Optic
fffe4300490044003500340033003500,13,154.63,12640.78,10,Desktop,Wi-Fi
fffe43004900440035003400370037003400,4,598.95,24139.13,12,Desktop,Fiber_Optic
fffe43004900440034003300330038003500,12,31.25,10598.82,25,Smartphone,Mobile_Data
fffe43004900440033003500320036003000,-999,-761.217253,30499.39,14,?,Wi-Fi
fffe43004900440034003400310035003600,18,33.37,7314.85,9,Smartphone,Mobile_Data
fffe43004900440034003300350039003400,16,161.62,3743.48,-9.059784984,Desktop,Fiber_Optic
fffe43004900440034003700320037003200,11,215.05,10147.98,14,?,Wi-Fi
fffe43004900440035003800350033003300,17,40.13,45256.78,4,Desktop,Wi-Fi
fffe43004900440031003800370038003100,19,426.79,24073.89,17,Smartphone,Mobile_Data
fffe43004900440033003000330037003700,22,31.36,16031.27,27,Smartphone,Mobile_Data
fffe43004900440035003600300039003900,18,239.32,36539.43,Error,Both,Mobile_Data
fffe43004900440032003200330034003700,24,174.81,21362.91,14,Smartphone,Fiber_Optic
fffe43004900440033003000350038003100,20,829.68,36622.25,15,?,Mobile_Data
fffe4300490044003400340036003700,26,163.04,8038.07,16,Smartphone,Mobile_Data
fffe43004900440032003200340037003200,-999,406.3,43487.76,40.25869948,Desktop,Mobile_Data
fffe43004900440036003100320038003200,20,33.29,42505.92,23,Smartphone,Wi-Fi
fffe43004900440033003000330032003100,16,609.22,20411.7,27,Smartphone,Mobile_Data
fffe43004900440032003900390030003600,15,272.51,66338.94,12,Smartphone,Wi-Fi
fffe43004900440034003900370035003900,16,30.2,2198.83,10,Desktop,Wi-Fi
fffe43004900440034003600370031003700,10,1230.174951,16635.16,14,Desktop,Wi-Fi
fffe43004900440034003600370034003900,20,212.04,6182.4,12,?,Wi-Fi
fffe43004900440034003300320033003500,13,93.41,90996.91,13,Desktop,Mobile_Data
fffe43004900440034003900340039003300,20,30.56,37940.82,28,Desktop,Wi-Fi
fffe430049004400370032003600,19,466.65,16932.53,24,Both,Fiber_Optic
fffe4300490044003800360039003800,14,174.12,41896.47,28,Desktop,Wi-Fi
fffe43004900440031003000310035003200,17,774.97,20146.15,18,Smartphone,Wi-Fi
fffe430049004400330032003600,17,94.82,39495.47,8,Desktop,Fiber_Optic
fffe43004900440036003200360035003100,24,79.65,11650.74,16,Smartphone,Wi-Fi
fffe43004900440031003200390036003300,12,33.54,32823.36,29,Smartphone,Fiber_Optic
fffe43004900440034003000380036003000,9,167.76,30597.03,7,Smartphone,Wi-Fi
fffe43004900440033003300390032003900,16,295.04,11545.31,17,Desktop,Mobile_Data
fffe43004900440034003500380038003600,17,1069.589793,4999.64,26,Desktop,Fiber_Optic
fffe43004900440034003700300035003700,22,36.56,7150.06,21,Desktop,Fiber_Optic
fffe4300490044003100370033003100,17,275.8,45108.14,5,Desktop,Wi-Fi
fffe43004900440031003500370032003000,24,95.26,29696.73,Error,Desktop,Fiber_Optic
fffe43004900440031003500300035003100,23,155.11,41584.64,21,Smartphone,Fiber_Optic
fffe43004900440034003700380031003600,6,112.45,54530.8,2,Smartphone,Mobile_Data
fffe43004900440033003300350032003200,3,-96.81007373,22891.2,9,Desktop,Fiber_Optic
fffe4300490044003200340030003900,15,49.93,38190.85,18,Desktop,Fiber_Optic
fffe43004900440034003200310038003800,7,115.56,24767.14,14,Desktop,Fiber_Optic
fffe430049004400370035003300,12,76.95,7926.17,Error,?,Wi-Fi
fffe43004900440036003100350038003400,18,166.74,47435.35,11,Desktop,Mobile_Data
fffe43004900440034003300360036003100,14,256.03,32965.8,12,Desktop,Wi-Fi
fffe43004900440033003500390031003000,11,156.67,16098.86,Error,Desktop,Mobile_Data
fffe43004900440032003400320032003100,8,1243.634297,961.08,Error,?,Wi-Fi
fffe43004900440033003500330037003100,13,49.86,5947.91,19,Desktop,Wi-Fi
fffe43004900440033003300360033003100,6,356.02,11663.83,6,Both,Fiber_Optic
fffe43004900440032003600360034003200,17,217.57,16413.06,26,?,Wi-Fi
fffe43004900440034003300300035003200,20,311.24,30141.57,Error,?,Wi-Fi
fffe43004900440035003400360030003200,3,253.3,25280.2,26,Desktop,Mobile_Data
fffe43004900440033003300310031003300,3,322.71,47245.01,17,Smartphone,Wi-Fi
fffe43004900440032003400300037003600,12,-568.2429306,89060.61,Error,Smartphone,Mobile_Data
fffe43004900440031003000390035003200,16,-843.5494574,37307.49,15,Smartphone,Wi-Fi
fffe43004900440031003800330038003600,20,42.09,29227.14,18,Desktop,Mobile_Data
fffe43004900440033003400370032003200,9,953.7681284,46472.03,18,Smartphone,Fiber_Optic
fffe4300490044003100330037003400,15,53.09,27579.03,Error,Smartphone,Mobile_Data
fffe43004900440035003500320031003400,9,144.51,7865.71,9,Smartphone,Fiber_Optic
fffe43004900440034003800350038003600,23,242.42,41815.02,-20.87271444,Desktop,Wi-Fi
fffe43004900440036003200310033003900,15,69.74,6951.91,25,Smartphone,Fiber_Optic
fffe43004900440033003300380035003000,10,127.24,12356.42,27,Smartphone,Mobile_Data
fffe43004900440034003000380031003600,7,242.05,11522.07,Error,Both,Fiber_Optic
fffe43004900440032003000340036003100,14,148.04,46678.62,13,Desktop,Mobile_Data
fffe43004900440033003400370030003500,-999,570.54,24345.27,12,?,Wi-Fi
fffe430049004400350039003300,20,182.29,47126.4,18,Desktop,Wi-Fi
fffe43004900440031003400390035003100,9,52.85,35425.27,24,Smartphone,Fiber_Optic
fffe4300490044003300320034003900,18,44.25,78261.75,13,Smartphone,Mobile_Data
fffe43004900440031003700340031003600,-999,308.16,49306.26,28,Smartphone,Mobile_Data
fffe43004900440034003700310037003700,8,272.75,6395.16,Error,?,Fiber_Optic
fffe43004900440031003500370031003000,7,188.56,27077.93,9,Desktop,Wi-Fi
fffe43004900440036003100350034003700,10,61.48,1992.04,29,Desktop,Mobile_Data
fffe43004900440035003700390038003200,16,40.05,14382.86,7,Smartphone,Fiber_Optic
fffe43004900440032003500350036003800,16,287.31,885.07,11.19661971,Smartphone,Mobile_Data
fffe43004900440032003800340032003900,13,278.33,48458.67,24,Both,Fiber_Optic
fffe43004900440035003400350034003600,13,31.92,35418.43,5,Desktop,Mobile_Data
fffe43004900440033003700370030003800,10,32.74,17150.62,25,Smartphone,Wi-Fi
fffe4300490044003700310038003700,9,49.2,26653.32,22,?,Mobile_Data
fffe43004900440032003000360032003600,20,32.02,55735.35,17,Desktop,Mobile_Data
fffe43004900440032003800380039003700,24,234.23,8161.07,Error,Desktop,Mobile_Data
fffe4300490044003500310038003400,10,32.01,3876.51,19,Desktop,Wi-Fi
fffe43004900440036003300330033003600,21,198.82,47585.76,26,Desktop,Fiber_Optic
fffe4300490044003300340035003100,17,78.71,47602.6,10,Smartphone,Fiber_Optic
fffe4300490044003700360030003300,7,253.71,48306.71,14,Smartphone,Mobile_Data
fffe43004900440032003700300034003300,21,87.33,25696.18,24,?,Mobile_Data
fffe43004900440034003000360038003800,17,43.09,38034.82,26,Smartphone,Wi-Fi
fffe43004900440032003700340034003800,6,31.84,42735.47,7,Desktop,Fiber_Optic
fffe43004900440033003800350032003700,7,89.46,15678.25,11,Desktop,Fiber_Optic
fffe43004900440033003500320030003000,-999,321.96,35206.39,26,Both,Wi-Fi
fffe43004900440031003700300039003200,17,66.29,16211.87,18,Desktop,Fiber_Optic
fffe43004900440033003500350035003300,20,221.86,6482.97,3,Smartphone,Fiber_Optic
fffe43004900440031003500380033003000,18,391.76,36703.55,25,Desktop,Fiber_Optic
fffe43004900440032003800340033003400,11,62.84,14726.1,20,Smartphone,Fiber_Optic
fffe43004900440034003900330036003300,24,954.5301927,45245.1,10,Desktop,Fiber_Optic
fffe43004900440035003200340035003000,19,1576.412692,26613.84,10,Desktop,Wi-Fi
fffe4300490044003100310032003300,14,644.66,61541.04,Error,Both,Mobile_Data
fffe43004900440034003000390033003400,16,35.02,53076.78,15,Desktop,Fiber_Optic
fffe43004900440035003100350035003100,13,156.16,21234.79,13,Desktop,Mobile_Data
fffe430049004400390031003900,15,43.13,41927.35,38.77061287,?,Wi-Fi
fffe4300490044003700340039003300,-999,112.38,67501.09,6,Desktop,Wi-Fi
fffe43004900440036003200380039003300,14,-744.4639196,29379.41,22,Smartphone,Fiber_Optic
fffe43004900440031003800340030003000,6,115.37,34018.71,23,Desktop,Mobile_Data
fffe43004900440031003000390035003500,6,91.4,19902.04,18,Smartphone,Mobile_Data
fffe43004900440034003900300039003500,16,30.41,12182.1,7,Desktop,Fiber_Optic
fffe43004900440034003100380034003100,13,202.93,27354.37,17,Smartphone,Mobile_Data
fffe4300490044003100330030003600,1,903.83,37180.33,5,Desktop,Mobile_Data
fffe43004900440035003200300032003300,-999,77.18,49982.84,11,Desktop,Mobile_Data
fffe43004900440035003500360030003900,22,104.23,9552.87,14,Smartphone,Fiber_Optic
fffe43004900440032003100370034003400,8,233.46,49860.81,21,Smartphone,Fiber_Optic
fffe43004900440031003600380031003100,11,1026.075689,27586.05,20,Desktop,Mobile_Data
fffe43004900440033003500320039003300,13,675.37,35954.16,10,?,Wi-Fi
fffe43004900440034003800390031003300,16,310.1,18749.47,29,Desktop,Mobile_Data
fffe43004900440031003300360031003400,12,55.08,27729.64,14,Smartphone,Fiber_Optic
fffe4300490044003200370037003500,9,44.48,59479,5,Desktop,Wi-Fi
fffe43004900440032003200300038003900,6,1344.022894,6592.37,14,Smartphone,Fiber_Optic
fffe4300490044003800310033003800,17,30.27,47496.54,29,Smartphone,Wi-Fi
fffe4300490044003100380036003500,9,56.57,20447.84,21,Smartphone,Wi-Fi
fffe4300490044003700310036003800,2,360.18,4093.92,14,Desktop,Wi-Fi
fffe43004900440031003200340035003300,13,93.75,29877.27,0.027318489,Smartphone,Wi-Fi
fffe43004900440034003000330034003300,14,327.3,10916.24,26,Smartphone,Mobile_Data
fffe4300490044003100350033003800,20,617.77,23784.66,Error,Desktop,Fiber_Optic
fffe43004900440034003100320039003200,3,230.94,26373.24,8,Desktop,Wi-Fi
fffe43004900440035003200320031003000,15,226.53,16232.9,14,Desktop,Mobile_Data
fffe43004900440034003400350034003700,15,82.76,14401.89,14,Desktop,Mobile_Data
fffe4300490044003800330034003800,11,143.63,37962.14,28,?,Fiber_Optic
fffe43004900440033003500360032003800,14,34.96,17392.62,15,Smartphone,Mobile_Data
fffe43004900440031003000300038003900,16,938.94,26073.81,26,Both,Mobile_Data
fffe43004900440034003700380032003600,15,192.7276472,58590.53,8,?,Mobile_Data
fffe43004900440034003500360038003600,5,119.27,10161.6,Error,Desktop,Fiber_Optic
fffe43004900440033003800360034003200,14,1162.16,34668.17,7,Both,Wi-Fi
fffe43004900440031003400310036003700,6,69.97,17253.05,6,Desktop,Wi-Fi
fffe43004900440033003600370034003900,12,180.36,9562.6,13,?,Fiber_Optic
fffe43004900440036003300300033003800,13,-664.6486927,8909.58,5,Desktop,Wi-Fi
fffe43004900440033003600370037003600,-999,31,10710.09,26,Desktop,Mobile_Data
fffe43004900440033003800350031003500,14,31.98,97447.67,12,Smartphone,Fiber_Optic
fffe4300490044003400340036003000,11,-933.1923672,6816.82,9,Desktop,Wi-Fi
fffe43004900440033003800330037003900,19,264.34,12758.71,29,Smartphone,Fiber_Optic
fffe4300490044003800,14,57.14,40513.42,11,Smartphone,Fiber_Optic
fffe43004900440036003000370035003100,4,33.97,32065.13,27,Smartphone,Fiber_Optic
fffe43004900440034003400320034003400,14,64.29,20364.11,Error,Smartphone,Fiber_Optic
fffe43004900440031003400390035003800,18,553.8,12285.62,Error,Both,Mobile_Data
fffe43004900440033003300330036003800,2,70.98,25525.19,17,Desktop,Fiber_Optic
fffe43004900440032003800310034003600,13,950.9487192,21895.24,13,Smartphone,Fiber_Optic
fffe43004900440035003700310034003200,6,227.72,47047.54,Error,Desktop,Wi-Fi
fffe43004900440032003200300038003600,22,-944.6669534,15655.71,6,?,Mobile_Data
fffe43004900440035003100320033003800,14,637.78,39101.53,Error,Both,Fiber_Optic
fffe43004900440031003100360030003300,13,381.9,89171.37,2,Smartphone,Wi-Fi
fffe43004900440032003600370037003900,-999,224.01,13376.41,18,Desktop,Fiber_Optic
fffe43004900440031003800320035003300,13,333.08,73201.02,7,Smartphone,Mobile_Data
fffe43004900440033003200340036003500,12,238.04,26371.56,18,Smartphone,Fiber_Optic
fffe43004900440031003500300039003500,21,43.52,11564.74,Error,Desktop,Mobile_Data
fffe43004900440033003700310033003800,24,1421.959746,20434.22,8,Smartphone,Wi-Fi
fffe43004900440035003200320036003500,5,30.43,31585.79,23,Smartphone,Wi-Fi
fffe43004900440036003000340038003600,5,65.31,31748.03,11,Desktop,Fiber_Optic
fffe43004900440031003500310030003100,17,129.34,47985.76,-9.638801336,Smartphone,Mobile_Data
fffe43004900440032003800370035003200,13,1070.08,53127.66,Error,Smartphone,Fiber_Optic
fffe43004900440035003300370033003700,12,479.17,32359.01,9,Desktop,Wi-Fi
fffe43004900440032003800380034003000,14,135.28,76048.62,Error,Smartphone,Wi-Fi
fffe4300490044003800360037003700,19,31.42,36428.1,28,?,Fiber_Optic
fffe43004900440033003000310034003000,12,377.87,34608.45,14,Desktop,Fiber_Optic
fffe43004900440031003300340033003100,23,279.6,18285.78,10,Smartphone,Wi-Fi
fffe43004900440031003600310032003800,20,217.58,6466.62,21,Smartphone,Wi-Fi
fffe43004900440034003000380035003200,11,123.42,95808.08,2,Smartphone,Fiber_Optic
fffe43004900440034003600310032003300,15,368.6,21143.55,5,Desktop,Mobile_Data
fffe43004900440034003600350031003800,13,488.888186,54137.75,5,Smartphone,Mobile_Data
fffe430049004400350030003000,15,2185.86,18197.09,Error,Smartphone,Fiber_Optic
fffe43004900440032003200330039003100,10,524.5,13047.78,9,?,Wi-Fi
fffe43004900440032003000320031003900,21,178.14,75958,18,?,Fiber_Optic
fffe43004900440031003000340038003000,4,465.58,37332.95,47.14313903,Both,Wi-Fi
fffe43004900440032003200320038003300,11,74.76,25043.59,28,?,Mobile_Data
fffe43004900440033003700350038003900,12,31.67,30123.14,15,Desktop,Wi-Fi
fffe43004900440032003200350038003400,14,224.25,79853.24,26.54510508,Desktop,Wi-Fi
fffe43004900440034003300350031003500,2,157.73,8573.36,7,Desktop,Wi-Fi
fffe43004900440035003400300030003600,6,35.98,17090.26,22,Smartphone,Wi-Fi
fffe43004900440033003900330038003200,3,30.83,25757.19,17,Desktop,Fiber_Optic
fffe43004900440034003700340039003400,17,35.96,13224.66,Error,?,Mobile_Data
fffe43004900440034003700370032003100,24,-893.4573163,41160.57,20,Smartphone,Mobile_Data
fffe43004900440033003900360034003400,18,175.82,17482.55,6,Smartphone,Wi-Fi
fffe43004900440035003400370036003400,18,-897.2587887,6103.21,10,Desktop,Fiber_Optic
fffe43004900440035003700310032003500,13,119.97,35974.19,25,Desktop,Mobile_Data
fffe43004900440032003800390036003200,11,475.9,49442.38,8,Smartphone,Mobile_Data
fffe43004900440036003300310032003300,12,198.82,20543.2,8,Smartphone,Mobile_Data
fffe43004900440031003000380031003900,12,55.89,41873.05,Error,Smartphone,Mobile_Data
fffe43004900440032003500390034003800,21,31.59,38111.09,26,Desktop,Mobile_Data
fffe43004900440031003500370035003200,5,808.64,16039.23,29,Both,Mobile_Data
fffe43004900440031003700370032003300,11,-1160.30682,20173.71,26,Desktop,Fiber_Optic
fffe43004900440036003000370031003600,10,65.39,2468.15,31.28963036,Smartphone,Mobile_Data
fffe43004900440032003600350039003500,11,965.05,29420.17,25,Smartphone,Wi-Fi
fffe4300490044003600330038003100,14,63.71,25431.89,14,?,Wi-Fi
fffe43004900440034003200320031003000,9,1204.272883,54238.9,8,Both,Wi-Fi
fffe43004900440036003200350034003900,11,681.5,32800.33,8,Smartphone,Wi-Fi
fffe43004900440033003000390031003100,14,605.93,56745.18,14,?,Fiber_Optic
fffe43004900440031003600300037003600,17,888.46,31441.86,22,Smartphone,Wi-Fi
fffe43004900440034003000390031003500,12,162.35,25195.55,18,Desktop,Mobile_Data
fffe43004900440036003100360033003600,15,249.43,19988.29,22,Smartphone,Fiber_Optic
fffe43004900440032003800350033003900,10,324.27,54016.72,19,Desktop,Wi-Fi
fffe43004900440033003600340038003700,16,714.44,4137.42,18,?,Fiber_Optic
fffe43004900440034003700390030003500,20,199.19,18278.1,26,Smartphone,Mobile_Data
fffe43004900440035003500350034003400,12,402.73,59934.46,6,?,Wi-Fi
fffe43004900440032003300350030003000,14,203.71,34330.46,9,Both,Wi-Fi
fffe43004900440031003600390030003100,18,800.68,33029.02,23,Smartphone,Fiber_Optic
fffe43004900440032003600340038003800,5,32.03,15918.98,8,Desktop,Mobile_Data
fffe4300490044003300320039003600,-999,141.41,19992,27,Desktop,Mobile_Data
fffe43004900440034003600370036003300,6,228,35927.07,16,Desktop,Mobile_Data
fffe43004900440033003300340036003200,9,1469.099385,26752.23,27,Smartphone,Fiber_Optic
fffe43004900440031003400380038003300,9,1072.58,6054.14,13,Desktop,Mobile_Data
fffe43004900440033003000320039003500,14,158.7,46972.1,14,Smartphone,Wi-Fi
fffe43004900440034003700320033003600,-999,75.17,7322.65,16,Desktop,Mobile_Data
fffe4300490044003300360036003800,16,185.39,10645.59,17,Desktop,Mobile_Data
fffe4300490044003300340038003800,16,152.63,94733.61,12,Smartphone,Wi-Fi
fffe43004900440035003700340039003200,1,190.7,30773.97,9,Smartphone,Fiber_Optic
fffe4300490044003200380031003200,-999,157.25,19288.37,18,Desktop,Mobile_Data
fffe43004900440032003800360030003300,13,33.12,67700.94,12,Desktop,Mobile_Data
fffe4300490044003300360037003700,6,-875.3883983,42919.12,2,Smartphone,Fiber_Optic
fffe43004900440033003100380035003500,17,575.25,26191.03,Error,Both,Wi-Fi
fffe4300490044003500390032003900,19,711.72,4775.62,6,Desktop,Fiber_Optic
fffe43004900440036003000310034003900,23,35.28,32840.53,20,Desktop,Fiber_Optic
fffe4300490044003200320034003400,16,210.43,29158.13,17,Smartphone,Mobile_Data
fffe43004900440032003800310035003800,8,370.13,15975.28,Error,?,Fiber_Optic
fffe43004900440033003600310032003200,7,364.22,28383.42,10,Desktop,Mobile_Data
fffe43004900440034003300320033003900,5,1388.06,43423.88,Error,Desktop,Mobile_Data
fffe43004900440033003000320033003400,15,33.12,23211.06,27,Smartphone,Mobile_Data
fffe43004900440036003200300031003900,16,125.46,11829.93,6,Desktop,Wi-Fi
fffe43004900440034003100330030003200,-999,1268.72,37195.12,18,?,Wi-Fi
fffe43004900440031003100320035003700,-999,136.82,16349.25,5,Smartphone,Fiber_Optic
fffe430049004400330033003700,-999,740.8,30641.97,29,Desktop,Mobile_Data
fffe43004900440031003800300032003200,14,58.33,33399.03,14,Smartphone,Wi-Fi
